Framework,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_+Z:AGv thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,LCD,PLD,GCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Number of channels,Max dimension of channel,Min dimension of channel,Unitcell_volume,Density,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.30719,2.46683,3.30719,2.46683,2.46385,2.46683,3.30719,3.30719,3.30719,0,0,0,2176.65,1.82002,0.0,0.0,0.0,98.4037,452.088,248.397,0.0,0.0,0.0,8.48892,0.0039,0.00214283,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.19799,2.40828,3.19799,2.40828,2.32128,2.40828,3.19799,3.19799,3.19799,0,0,0,2118.37,1.87009,0.0,0.0,0.0,62.5547,295.297,157.905,0.0,0.0,0.0,3.81306,0.0018,0.000962519,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.6098,2.81518,3.6098,2.75293,2.75293,2.81518,3.6098,3.6098,3.6098,8,1,1,2309.66,1.7152,273.526,1184.27,690.453,0.0,0.0,0.0,27.023,0.0117,0.00682135,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,5.96642,3.99354,5.68121,2.11618,2.11618,3.99354,5.96642,5.91087,5.68121,2,1,1,1349.52,1.76349,183.666,1360.98,771.753,0.0,0.0,0.0,112.01,0.083,0.0470659,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.00933,4.02369,5.93702,2.14281,2.14281,4.02369,6.00933,6.00933,5.93702,2,1,1,1361.62,1.74781,187.963,1380.44,789.809,0.0,0.0,0.0,115.193,0.0846,0.0484034,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.04735,4.07889,6.04735,2.16904,2.16904,4.07889,6.04735,6.04735,6.04735,2,1,1,1368.25,1.73934,190.982,1395.81,802.494,0.0,0.0,0.0,117.533,0.0859,0.0493866,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.03347,4.05781,5.95669,2.15805,2.15805,4.05781,6.03347,6.03347,5.95669,2,1,1,1368.22,1.73938,190.71,1393.85,801.349,0.0,0.0,0.0,117.256,0.0857,0.0492703,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.07913,4.14083,6.07084,2.17978,2.17978,4.14083,6.07084,6.07913,6.07084,2,1,1,1374.26,1.73174,194.327,1414.05,816.548,0.0,0.0,0.0,119.423,0.0869,0.0501808,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.07989,4.15214,6.07799,2.18763,2.18763,4.15214,6.07989,6.07799,6.07799,2,1,1,1376.16,1.72934,195.21,1418.51,820.259,0.0,0.0,0.0,120.414,0.0875,0.0505973,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.0973,4.16563,6.09513,2.19498,2.19498,4.16563,6.0973,6.0973,6.09513,2,1,1,1373.7,1.73245,194.601,1416.62,817.702,0.0,0.0,0.0,119.649,0.0871,0.0502758,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.13122,4.19342,6.12351,2.19103,2.19103,4.19342,6.12351,5.83369,6.12351,2,1,1,1372.6,1.73384,193.882,1412.52,814.681,0.0,0.0,0.0,119.141,0.0868,0.0500624,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.14959,4.23727,5.85411,2.20989,2.20989,4.23727,6.14959,6.14959,5.85411,2,1,1,1372.36,1.73414,194.323,1415.98,816.532,0.0,0.0,0.0,120.356,0.0877,0.0505728,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.14091,4.21229,5.88749,2.20682,2.20682,4.21229,6.14091,5.78344,5.88749,2,1,1,1370.12,1.73697,193.354,1411.21,812.458,0.0,0.0,0.0,118.652,0.0866,0.049857,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.08409,4.19582,6.08409,2.18287,2.18287,4.19582,6.08409,6.08409,6.08409,2,1,1,1358.15,1.75228,189.783,1397.36,797.455,0.0,0.0,0.0,116.665,0.0859,0.0490218,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LAU,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10.0,17.36,7.36,15.36444444,4.094462114,0.02658,235.0,234.97342,59.46216444,124.059398,90.2,3173.0,3082.8,1075.466667,1988.294065,54.8,1687.0,1632.2,515.1411111,971.2994236,35.4,1858.53,6.03954,4.16857,6.03954,2.16502,2.16502,4.16857,6.03954,6.03954,6.03954,2,1,1,1351.72,1.76062,187.738,1388.89,788.863,0.0,0.0,0.0,114.896,0.085,0.0482785,0.0,0.0,0.0,0.0,0.333333333,0.0,0.555555556,0.0,0.0,0.0,0.111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.41246,4.16219,11.41246,4.16219,4.16219,4.16219,11.41246,11.41246,11.41246,1,3,3,15002.7,1.26512,2522.81,1681.57,1329.18,525.597,350.336,276.918,3252.58,0.2168,0.171367,316.556,0.0211,0.0166782,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FER,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.8897,4.68428,5.38308,1.51311,3.23581,4.68428,5.8897,5.74474,5.38308,2,2,2,1952.36,1.83971,309.343,1584.46,861.25,0.0,0.0,0.0,166.536,0.0853,0.0463659,0.0,0.0,0.0,0.0,0.0,0.571428571,0.142857143,0.0,0.142857143,0.0,0.142857143,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
SOD,8,32,24,15.83333333,15.67198491,1.52,2.11,0.59,1.676666667,0.32829526,81,101,20,94.83333333,12.39399496,11.8,17.36,5.56,15.81166667,3.185513215,0.02658,60.0,59.97342,14.85105333,32.23703934,90.2,3093.0,3002.8,988.4666667,1814.049251,54.8,1211.4,1156.6,288.9183333,597.3312225,35.4,2174.09,5.84911,1.46531,5.84911,1.46531,1.46531,1.46531,5.84911,5.84911,5.84911,0,0,0,766.764,2.68101,0.0,0.0,0.0,102.274,1333.84,497.515,0.0,0.0,0.0,50.0697,0.0653,0.0243565,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,6
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.66329,7.45567,11.66325,7.45567,7.45567,7.45567,11.66325,11.66325,11.66323,1,3,3,15532.6,1.22196,2447.17,1575.51,1289.33,406.723,261.852,214.288,4440.76,0.2859,0.233968,212.796,0.0137,0.0112115,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
FAU,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.66614,7.30905,11.66607,7.30905,7.30905,7.30905,11.66607,11.66607,11.66607,1,3,3,15558.7,1.21991,2471.64,1588.59,1302.22,415.956,267.346,219.153,4414.01,0.2837,0.232559,220.934,0.0142,0.0116402,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
ABW,8,81,73,20.0,31.97603269,1.52,2.1,0.58,1.711428571,0.296153114,78,101,23,92.42857143,12.88668564,10.0,17.36,7.36,15.53142857,3.706365695,0.02658,235.0,234.97342,61.58661714,111.5099937,90.2,3173.0,3082.8,1153.114286,1647.784542,54.8,1687.0,1632.2,488.0957143,747.4913805,35.4,1858.53,2.17174,1.2141,1.75188,1.2141,1.03794,1.15158,1.75188,2.17174,1.81572,0,0,0,422.953,5.07949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,5
OKO,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.78274,5.91155,6.78274,1.46091,5.00047,5.91155,6.30208,6.78274,6.78274,2,2,2,3855.79,1.75956,594.615,1542.13,876.433,0.0,0.0,0.0,516.291,0.1339,0.0760988,0.0,0.0,0.0,0.0,0.0625,0.625,0.125,0.0,0.0,0.0,0.0625,0.0,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
SOD,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,5.91944,1.58005,5.91944,1.58005,1.58005,1.58005,5.91944,5.91944,5.91944,0,0,0,702.121,1.68954,0.0,0.0,0.0,95.342,1357.91,803.718,0.0,0.0,0.0,46.1294,0.0657,0.0388863,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
MTN,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.0071,2.3761,7.0071,2.3761,2.3761,2.3761,7.0071,7.0071,7.0071,0,0,0,7256.31,1.86995,0.0,0.0,0.0,1076.77,1483.9,793.551,0.0,0.0,0.0,612.433,0.0844,0.0451348,0.0,0.0,0.666666667,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
MFI,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.78231,5.32243,6.62298,5.12572,5.32243,5.12572,6.78231,6.62298,6.78231,1,3,3,5365.24,1.78521,818.257,1525.11,854.3,0.0,0.0,0.0,611.101,0.1139,0.0638019,0.0,0.0,0.0,0.0,0.03846153,0.423,0.308,0.0,0.0,0.0,0.23076,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
THO,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,4.65116,2.65455,4.65116,2.65455,2.39981,2.24878,4.65116,4.65116,3.54007,0,0,0,2257.27,1.75177,0.0,0.0,0.0,207.858,920.841,525.664,0.0,0.0,0.0,38.3735,0.017,0.00970448,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
SOD,4,14,10,8.333333333,4.136557882,1.52,2.1,0.58,1.618333333,0.304676513,77,101,24,94.33333333,13.72750685,4.85,17.36,12.51,14.39166667,6.626313287,0.02658,190.0,189.97342,56.68438667,114.4862214,90.2,3173.0,3082.8,1045.966667,1919.614506,54.8,1687.0,1632.2,577.7,1047.084431,35.4,1486.0,4.83238,0.96707,4.83238,0.96707,0.96707,0.96367,4.83238,4.83238,4.83238,0,0,0,557.787,1.80575,0.0,0.0,0.0,48.5162,869.797,481.683,0.0,0.0,0.0,15.4507,0.0277,0.0153399,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
SOD,4,14,10,8.333333333,4.136557882,1.52,2.1,0.58,1.618333333,0.304676513,77,101,24,94.33333333,13.72750685,4.85,17.36,12.51,14.39166667,6.626313287,0.02658,190.0,189.97342,56.68438667,114.4862214,90.2,3173.0,3082.8,1045.966667,1919.614506,54.8,1687.0,1632.2,577.7,1047.084431,35.4,1486.0,4.80124,0.94629,4.80124,0.94629,0.94629,0.94278,4.80124,4.80124,4.80124,0,0,0,555.047,1.81466,0.0,0.0,0.0,47.4355,854.621,470.953,0.0,0.0,0.0,15.0418,0.0271,0.0149339,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.44021,2.60345,3.44021,2.58587,2.60345,2.60345,3.44021,3.44021,3.44021,0,0,0,2243.18,1.76604,0.0,0.0,0.0,144.909,646.001,365.791,0.0,0.0,0.0,14.132,0.0063,0.0035673,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.44394,2.60462,3.44394,2.58816,2.60462,2.60462,3.44394,3.44394,3.44394,0,0,0,2246.57,1.76337,0.0,0.0,0.0,147.493,656.522,372.311,0.0,0.0,0.0,14.8274,0.0066,0.00374283,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
TON,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.18769,4.64602,5.18769,1.69328,1.50744,4.64602,4.06763,5.18769,5.18769,2,1,1,1214.89,1.97098,132.134,1087.62,551.817,0.0,0.0,0.0,73.6223,0.0606,0.0307461,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
LTA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,11.31058,4.21023,11.31054,4.21023,4.21022,4.21022,11.31054,11.31058,11.31058,1,3,3,14570.4,1.30265,2456.88,1686.21,1294.44,450.062,308.888,237.122,3157.41,0.2167,0.166353,253.525,0.0174,0.0133573,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,3
CAN,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.26218,5.90152,6.26218,1.59481,1.59481,5.90152,6.26217,6.26218,6.26218,1,1,1,721.701,1.6437,65.9022,913.151,555.545,36.5365,506.255,307.997,50.3748,0.0698,0.0424651,9.88731,0.0137,0.00833484,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
GOO,8,14,6,9.916666667,3.904210182,1.52,2.1,0.58,1.691666667,0.36046795,80,101,21,95.25,11.80012106,10.0,17.36,7.36,15.42166667,4.000442118,0.02658,235.0,234.97342,57.10105333,119.7129726,90.2,3173.0,3082.8,1086.05,2024.567005,54.8,1687.0,1632.2,536.0725,1012.900745,35.4,1858.53,4.41376,2.9202,4.40472,2.84997,2.70832,2.9202,4.39647,4.0674,4.40472,2,2,2,907.308,1.75135,146.201,1611.37,920.072,0.0,0.0,0.0,38.3791,0.0423,0.0241528,0.0,0.0,0.0,0.0,0.333333333,0.0,0.222222222,0.0,0.444444444,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
