Framework,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_+Z:AGv thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,LCD,PLD,GCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Number of channels,Max dimension of channel,Min dimension of channel,Unitcell_volume,Density,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
MVY,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.06609,3.68227,4.06609,1.23717,3.68227,1.23717,3.981,4.06609,4.06609,2,1,1,569.521,2.10223,52.9634,929.964,442.371,0.0,0.0,0.0,15.2632,0.0268,0.0127484,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
AFI,8,15,7,10.0,4.082482905,1.52,1.84,0.32,1.62,0.200665559,80,101,21,95.66666667,11.4212278,10.0,17.36,7.36,16.07666667,3.847229884,0.02658,235.0,234.97342,39.22372,123.8198386,90.2,2792.0,2701.8,617.1333333,1395.849425,54.8,933.47,878.67,244.995,456.0418076,35.4,1858.53,8.07332,7.20538,8.07332,2.0926,2.0926,7.20538,8.07332,8.07332,8.07332,1,1,1,1382.27,1.75803,159.49,1153.83,656.319,3.36363,24.3341,13.8417,173.751,0.1257,0.0715004,0.276454,0.0002,0.000113764,0.0,0.166666667,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.166666667,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
EDI,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,4.92079,2.95816,4.92079,2.95816,2.95816,2.30502,4.92079,4.92079,4.91184,1,2,2,598.057,1.656,107.615,1799.41,1086.6,0.0,0.0,0.0,29.3646,0.0491,0.0296497,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
EDI,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,4.8787,2.90107,4.8787,2.90107,2.90107,2.26023,4.8787,4.8787,4.8787,1,2,2,592.916,1.67036,101.292,1708.38,1022.76,0.0,0.0,0.0,27.9263,0.0471,0.0281975,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
BEA,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.51976,5.95708,6.51976,5.95708,5.95708,5.95417,6.51976,6.51976,6.51976,1,3,3,4307.98,1.48222,786.728,1826.21,1232.07,0.0,0.0,0.0,816.363,0.1895,0.127848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
BEA,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.49542,5.91428,6.49542,5.91428,5.88684,5.91428,6.49542,6.49542,6.49542,1,3,3,4264.53,1.49733,778.145,1824.69,1218.63,0.0,0.0,0.0,799.173,0.1874,0.125156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
BEA,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.552,6.00954,6.55101,6.00954,5.9478,6.00954,6.55101,6.552,6.55101,1,3,3,4253.29,1.50129,780.056,1834.01,1221.62,0.0,0.0,0.0,817.056,0.1921,0.127957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
BEA,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.59078,6.00267,6.59078,6.00267,5.97926,6.00267,6.59078,6.59078,6.58876,1,3,3,4252.78,1.50146,782.814,1840.71,1225.94,0.0,0.0,0.0,819.936,0.1928,0.128408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
MEL,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,7.21388,5.10145,7.21388,5.10145,5.10145,5.10145,7.21388,7.21388,7.18251,1,3,3,5400.4,1.77359,804.504,1489.71,839.942,0.0,0.0,0.0,584.323,0.1082,0.0610062,0.0,0.0,0.0,0.0,0.125,0.3125,0.25,0.0,0.125,0.0,0.1875,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
MFI,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.8779,4.99947,6.8779,4.99947,4.70314,4.70314,6.8779,6.7308,6.8779,1,3,3,5325.03,1.79869,805.759,1513.15,841.252,0.0,0.0,0.0,564.453,0.106,0.0589317,0.0,0.0,0.0,0.0,0.03846153,0.423,0.308,0.0,0.0,0.0,0.23076,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
CHA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.1794,3.88031,6.1794,3.20513,3.31614,3.88031,6.1794,6.1794,6.1794,1,3,3,814.671,1.45612,171.331,2103.07,1444.3,0.725526,8.90574,6.11606,109.166,0.134,0.0920252,0.0814671,0.0001,6.87e-05,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
CHA,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.99588,2.99845,6.99588,2.99845,2.99845,2.99845,6.99588,6.98313,6.98313,1,3,3,832.654,1.42468,185.127,2223.33,1560.59,0.0,0.0,0.0,137.471,0.1651,0.115886,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
TON,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,5.31857,4.88672,5.31857,1.69487,1.26568,4.88672,4.91649,5.31857,5.31857,2,1,1,1203.78,1.98917,124.8,1036.73,521.189,0.0,0.0,0.0,73.1898,0.0608,0.0305655,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
MVY,8,14,6,9.764705882,4.242640687,1.52,2.1,0.58,1.690588235,0.410121933,85,101,16,96.29411765,11.3137085,12.06,17.36,5.3,15.80117647,3.74766594,0.02658,150.0,149.97342,44.13640941,106.0472223,90.2,3173.0,3082.8,996.9058824,2179.868785,54.8,1687.0,1632.2,534.8588235,1154.139688,35.4,1486.0,3.91654,3.64364,3.91654,1.15832,3.64364,1.15832,3.90965,3.91654,3.91654,2,1,1,539.932,2.04468,46.0376,852.656,417.013,0.0,0.0,0.0,11.5545,0.0214,0.0104662,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
FER,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,6.01278,4.49147,5.39717,1.46259,3.17557,4.49147,5.67521,6.01278,5.39717,2,2,2,1974.99,1.81864,302.667,1532.5,842.664,0.0,0.0,0.0,164.122,0.0831,0.0456936,0.0,0.0,0.0,0.0,0.0,0.571428571,0.142857143,0.0,0.142857143,0.0,0.142857143,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
SAF,8,15,7,10.0,4.082482905,1.52,1.84,0.32,1.62,0.200665559,80,101,21,95.66666667,11.4212278,10.0,17.36,7.36,16.07666667,3.847229884,0.02658,235.0,234.97342,39.22372,123.8198386,90.2,2792.0,2701.8,617.1333333,1395.849425,54.8,933.47,878.67,244.995,456.0418076,35.4,1858.53,6.62531,5.67445,6.62531,1.95954,1.89904,5.67445,6.62531,6.62531,6.62531,2,1,1,3378.32,1.91817,313.134,926.892,483.216,0.0,0.0,0.0,299.319,0.0886,0.0461898,0.0,0.0,0.0,0.0,0.117647059,0.0,0.823529412,0.0,0.0,0.0,0.0,0.0,0.058823529,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
SAF,8,15,7,10.0,4.082482905,1.52,1.84,0.32,1.62,0.200665559,80,101,21,95.66666667,11.4212278,10.0,17.36,7.36,16.07666667,3.847229884,0.02658,235.0,234.97342,39.22372,123.8198386,90.2,2792.0,2701.8,617.1333333,1395.849425,54.8,933.47,878.67,244.995,456.0418076,35.4,1858.53,6.71249,5.7568,6.71249,1.94182,1.70706,5.7568,6.71249,6.71249,6.71249,2,1,1,3377.5,1.91864,318.701,943.602,491.808,0.0,0.0,0.0,306.001,0.0906,0.047221,0.0,0.0,0.0,0.0,0.117647059,0.0,0.823529412,0.0,0.0,0.0,0.0,0.0,0.058823529,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
SAF,8,15,7,10.0,4.082482905,1.52,1.84,0.32,1.62,0.200665559,80,101,21,95.66666667,11.4212278,10.0,17.36,7.36,16.07666667,3.847229884,0.02658,235.0,234.97342,39.22372,123.8198386,90.2,2792.0,2701.8,617.1333333,1395.849425,54.8,933.47,878.67,244.995,456.0418076,35.4,1858.53,6.85499,5.9039,6.85499,1.89694,1.63151,5.9039,6.85499,6.85499,6.85499,2,1,1,3390.79,1.91111,319.735,942.949,493.403,0.0,0.0,0.0,300.085,0.0885,0.0463081,0.0,0.0,0.0,0.0,0.117647059,0.0,0.823529412,0.0,0.0,0.0,0.0,0.0,0.058823529,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
SAF,8,15,7,10.0,4.082482905,1.52,1.84,0.32,1.62,0.200665559,80,101,21,95.66666667,11.4212278,10.0,17.36,7.36,16.07666667,3.847229884,0.02658,235.0,234.97342,39.22372,123.8198386,90.2,2792.0,2701.8,617.1333333,1395.849425,54.8,933.47,878.67,244.995,456.0418076,35.4,1858.53,6.94196,5.99902,6.94196,1.91454,1.70499,5.99902,6.94196,6.94196,6.94196,2,1,1,3411.64,1.89944,321.695,942.933,496.427,0.0,0.0,0.0,318.647,0.0934,0.0491725,0.0,0.0,0.0,0.0,0.117647059,0.0,0.823529412,0.0,0.0,0.0,0.0,0.0,0.058823529,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.47859,2.58142,3.47859,2.56963,2.56963,2.58142,3.47859,3.47859,3.47859,0,0,0,2251.35,1.75963,0.0,0.0,0.0,176.82,785.395,446.342,0.0,0.0,0.0,17.5606,0.0078,0.00443276,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.44469,2.54882,3.44469,2.53803,2.53803,2.54882,3.44469,3.44469,3.44469,0,0,0,2218.03,1.78606,0.0,0.0,0.0,163.253,736.025,412.094,0.0,0.0,0.0,14.8608,0.0067,0.00375127,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.37482,2.54289,3.37482,2.45782,2.45782,2.54289,3.37482,3.37482,3.37482,0,0,0,2210.68,1.792,0.0,0.0,0.0,117.263,530.436,296.002,0.0,0.0,0.0,9.06381,0.0041,0.00228795,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LOS,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.18882,1.8998,4.22008,1.60324,1.60324,1.8998,6.18882,6.08572,4.22008,0,0,0,1437.0,1.65102,0.0,0.0,0.0,201.689,1403.54,850.101,0.0,0.0,0.0,108.781,0.0757,0.0458504,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1
ITW,8,14,6,10.0,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150.0,149.97342,50.01772,106.0472223,90.2,3173.0,3082.8,1117.8,2179.868785,54.8,1687.0,1632.2,598.8666667,1154.139688,35.4,1486.0,4.75776,3.58988,4.75611,2.29487,1.4872,3.58988,4.42443,4.75776,4.75611,2,1,1,1330.35,1.79992,217.536,1635.18,908.473,0.0,0.0,0.0,92.0603,0.0692,0.0384462,0.0,0.0,0.0,0.0,0.375,0.125,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2
EZT,8,15,7,10.0,4.082482905,1.52,1.84,0.32,1.62,0.200665559,80,101,21,95.66666667,11.4212278,10.0,17.36,7.36,16.07666667,3.847229884,0.02658,235.0,234.97342,39.22372,123.8198386,90.2,2792.0,2701.8,617.1333333,1395.849425,54.8,933.47,878.67,244.995,456.0418076,35.4,1858.53,6.62481,5.82063,6.57379,5.82063,2.20777,2.20777,6.57379,6.62481,6.62481,2,1,1,2865.96,1.69582,428.098,1493.74,880.834,0.770159,2.68727,1.58464,363.117,0.1267,0.0747132,0.0,0.0,0.0,0.0,0.272727273,0.0,0.363636364,0.0,0.090909091,0.0,0.0,0.0,0.272727273,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,3.41333,2.59195,3.41333,2.55644,2.59195,2.59195,3.41333,3.41333,3.41333,0,0,0,2223.35,1.78179,0.0,0.0,0.0,129.805,583.827,327.664,0.0,0.0,0.0,12.8954,0.0058,0.00325516,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
CAN,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.28845,5.96979,6.28845,1.64595,1.64595,5.96979,6.28845,6.22833,6.28845,1,1,1,723.437,1.63976,66.6933,921.895,562.213,36.5802,505.644,308.365,51.8704,0.0717,0.0437259,10.4898,0.0145,0.00884276,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
CAN,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.30589,5.967,6.30589,1.65218,1.65218,5.967,6.30589,6.30589,6.30589,1,1,1,723.437,1.63976,66.7436,922.591,562.638,36.6115,506.077,308.629,51.9428,0.0718,0.0437869,10.0558,0.0139,0.00847685,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
CAN,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,6.18049,5.77181,6.18049,2.11866,2.11866,5.77181,6.18049,6.18049,6.18049,1,1,1,753.65,1.57402,71.0702,943.013,599.11,52.5512,697.29,442.998,50.1177,0.0665,0.0422484,14.9976,0.0199,0.0126428,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LTJ,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,3.96209,3.00402,3.90876,2.54357,3.00402,2.54357,3.96209,3.90876,3.96209,2,1,1,898.739,1.75989,104.549,1163.28,660.997,0.0,0.0,0.0,19.8621,0.0221,0.0125576,0.0,0.0,0.0,0.0,0.166666667,0.0,0.333333333,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
LTJ,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,3.95029,3.10619,3.95029,3.00926,3.10619,3.00926,3.9235,3.95029,3.94355,1,3,3,930.616,1.69961,135.917,1460.51,859.321,0.0,0.0,0.0,31.0826,0.0334,0.0196516,0.0,0.0,0.0,0.0,0.166666667,0.0,0.333333333,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
CAN,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10.0,17.36,7.36,15.25,4.302983461,0.02658,235.0,234.97342,64.18438667,132.9250288,90.2,3173.0,3082.8,1054.3,1934.463424,54.8,1687.0,1632.2,473.2783333,891.7012048,35.4,1858.53,5.96891,5.56664,5.96891,2.01044,2.01044,5.56664,5.96891,5.96891,5.96891,1,1,1,740.788,1.60135,65.9507,890.277,555.953,52.027,702.32,438.579,43.7065,0.059,0.0368439,14.7417,0.0199,0.012427,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
GOO,8,14,6,9.916666667,3.904210182,1.52,2.1,0.58,1.691666667,0.36046795,80,101,21,95.25,11.80012106,10.0,17.36,7.36,15.42166667,4.000442118,0.02658,235.0,234.97342,57.10105333,119.7129726,90.2,3173.0,3082.8,1086.05,2024.567005,54.8,1687.0,1632.2,536.0725,1012.900745,35.4,1858.53,3.50614,2.20158,3.16051,2.11599,1.95827,2.20158,3.50614,3.50614,3.16051,0,0,0,1562.93,2.03338,0.0,0.0,0.0,78.2447,500.628,246.205,0.0,0.0,0.0,11.5657,0.0074,0.00363926,0.0,0.333333333,0.0,0.222222222,0.0,0.444444444,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,4.72982,4.35484,4.72982,2.94052,2.94052,4.35484,4.72982,4.72982,4.72982,1,3,3,2595.64,1.52623,593.761,2287.53,1498.81,0.0,0.0,0.0,229.714,0.0885,0.0579861,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
NAT,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95.0,12.19265001,10.0,17.36,7.36,15.31866667,4.17427667,0.02658,235.0,234.97342,61.35105333,127.5581437,90.2,3173.0,3082.8,1067.0,1963.904425,54.8,1687.0,1632.2,498.396,939.0837544,35.4,1858.53,4.645,4.06219,4.54456,2.8182,2.8182,4.06219,4.645,4.645,4.54456,1,3,3,2533.19,1.56386,524.14,2069.09,1323.07,0.0,0.0,0.0,192.016,0.0758,0.04847,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0
